,day_num,place,product,cost,date,competitors_price,year,month,day,place_0,place_1,place_2,place_3,place_4,weather
277,8,1,0,12.683795389947834,2218-10-05,17.132451776804125,2218,10,5,0,1,0,0,0,0
278,9,1,0,12.683795389947834,2218-10-06,17.15715113625737,2218,10,6,0,1,0,0,0,0
279,10,1,0,12.683795389947834,2218-10-07,16.380258549673332,2218,10,7,0,1,0,0,0,1
280,11,1,0,12.683795389947834,2218-10-08,16.532362176922703,2218,10,8,0,1,0,0,0,1
281,12,1,0,12.683795389947834,2218-10-09,16.54886527843014,2218,10,9,0,1,0,0,0,1
282,13,1,0,12.683795389947834,2218-10-10,16.116260692056155,2218,10,10,0,1,0,0,0,1
283,14,1,0,12.683795389947834,2218-10-11,17.15756138490032,2218,10,11,0,1,0,0,0,0
284,15,1,0,12.683795389947834,2218-10-12,17.170060013899572,2218,10,12,0,1,0,0,0,0
285,16,1,0,12.683795389947834,2218-10-13,17.13235868619958,2218,10,13,0,1,0,0,0,0
286,17,1,0,12.683795389947834,2218-10-14,16.84256306755548,2218,10,14,0,1,0,0,0,0
287,18,1,0,12.683795389947834,2218-10-15,15.807559467255796,2218,10,15,0,1,0,0,0,0
288,19,1,0,11.274928470425808,2218-10-16,16.83736721491786,2218,10,16,0,1,0,0,0,0
289,20,1,0,11.274928470425808,2218-10-17,16.33676959931126,2218,10,17,0,1,0,0,0,0
290,21,1,0,11.274928470425808,2218-10-18,15.91687143363905,2218,10,18,0,1,0,0,0,0
291,22,1,0,11.274928470425808,2218-10-19,16.658369907238338,2218,10,19,0,1,0,0,0,1
292,23,1,0,11.274928470425808,2218-10-20,17.371868942238766,2218,10,20,0,1,0,0,0,1
293,24,1,0,11.274928470425808,2218-10-21,17.265268820155644,2218,10,21,0,1,0,0,0,1
294,25,1,0,11.274928470425808,2218-10-22,16.64686297544608,2218,10,22,0,1,0,0,0,1
295,26,1,0,11.274928470425808,2218-10-23,16.933467221472544,2218,10,23,0,1,0,0,0,1
296,27,1,0,11.274928470425808,2218-10-24,17.345668061022312,2218,10,24,0,1,0,0,0,1
297,28,1,0,11.274928470425808,2218-10-25,16.65456414522092,2218,10,25,0,1,0,0,0,0
298,29,1,0,11.274928470425808,2218-10-26,15.737565636254258,2218,10,26,0,1,0,0,0,1
299,30,1,0,11.274928470425808,2218-10-27,16.662561364422743,2218,10,27,0,1,0,0,0,1
300,31,1,0,11.274928470425808,2218-10-28,17.345652014494426,2218,10,28,0,1,0,0,0,1
301,32,1,0,11.274928470425808,2218-10-29,17.28796385715552,2218,10,29,0,1,0,0,0,1
302,33,1,0,11.274928470425808,2218-10-30,16.44689731378278,2218,10,30,0,1,0,0,0,1
303,34,1,0,11.274928470425808,2218-10-31,16.962153329263835,2218,10,31,0,1,0,0,0,1
304,35,1,0,11.274928470425808,2218-11-01,16.70276546175955,2218,11,1,0,1,0,0,0,1
305,36,1,0,11.274928470425808,2218-11-02,16.723016388667425,2218,11,2,0,1,0,0,0,1
306,37,1,0,13.552179398011624,2218-11-03,16.646891701309546,2218,11,3,0,1,0,0,0,1
307,38,1,0,13.552179398011624,2218-11-04,17.10501569973044,2218,11,4,0,1,0,0,0,1
308,39,1,0,13.552179398011624,2218-11-05,17.366082569247514,2218,11,5,0,1,0,0,0,0
309,40,1,0,13.552179398011624,2218-11-06,17.227416676104127,2218,11,6,0,1,0,0,0,0
310,41,1,0,13.552179398011624,2218-11-07,16.70661466320194,2218,11,7,0,1,0,0,0,1
311,42,1,0,13.552179398011624,2218-11-08,17.152350944496025,2218,11,8,0,1,0,0,0,1
312,43,1,0,13.552179398011624,2218-11-09,17.209682534037924,2218,11,9,0,1,0,0,0,0
313,44,1,0,13.552179398011624,2218-11-10,16.602491266774674,2218,11,10,0,1,0,0,0,0
314,45,1,0,13.552179398011624,2218-11-11,16.758816916066525,2218,11,11,0,1,0,0,0,0
315,46,1,0,13.552179398011624,2218-11-12,16.930551077043663,2218,11,12,0,1,0,0,0,1
316,47,1,0,13.552179398011624,2218-11-13,16.765686452836523,2218,11,13,0,1,0,0,0,0
317,48,1,0,13.552179398011624,2218-11-14,15.997226623117669,2218,11,14,0,1,0,0,0,1
318,49,1,0,13.552179398011624,2218-11-15,17.363689161796312,2218,11,15,0,1,0,0,0,1
319,50,1,0,13.552179398011624,2218-11-16,17.36942479016635,2218,11,16,0,1,0,0,0,0
320,51,1,0,13.552179398011624,2218-11-17,16.92595732992103,2218,11,17,0,1,0,0,0,0
321,52,1,0,13.552179398011624,2218-11-18,17.20582999420177,2218,11,18,0,1,0,0,0,0
322,53,1,0,13.552179398011624,2218-11-19,16.665829035715706,2218,11,19,0,1,0,0,0,0
323,54,1,0,13.552179398011624,2218-11-20,16.663359404400673,2218,11,20,0,1,0,0,0,0
324,55,1,0,11.221622079511063,2218-11-21,16.314101377449948,2218,11,21,0,1,0,0,0,0
325,56,1,0,11.221622079511063,2218-11-22,17.033692423582753,2218,11,22,0,1,0,0,0,1
326,57,1,0,11.221622079511063,2218-11-23,16.46130001330456,2218,11,23,0,1,0,0,0,1
327,58,1,0,11.221622079511063,2218-11-24,17.065697745010276,2218,11,24,0,1,0,0,0,1
328,59,1,0,11.221622079511063,2218-11-25,17.518635877832693,2218,11,25,0,1,0,0,0,0
329,60,1,0,11.221622079511063,2218-11-26,16.659164832412824,2218,11,26,0,1,0,0,0,0
330,61,1,0,11.221622079511063,2218-11-27,17.519429788427527,2218,11,27,0,1,0,0,0,1
331,62,1,0,11.221622079511063,2218-11-28,17.516096135957714,2218,11,28,0,1,0,0,0,1
332,63,1,0,11.221622079511063,2218-11-29,17.539362701359497,2218,11,29,0,1,0,0,0,1
333,64,1,0,11.221622079511063,2218-11-30,17.346364185413098,2218,11,30,0,1,0,0,0,1
334,65,1,0,11.221622079511063,2218-12-01,17.539561324529814,2218,12,1,0,1,0,0,0,1
335,66,1,0,11.221622079511063,2218-12-02,17.38096001810156,2218,12,2,0,1,0,0,0,1
336,67,1,0,11.221622079511063,2218-12-03,16.984557454328158,2218,12,3,0,1,0,0,0,0
337,68,1,0,11.221622079511063,2218-12-04,16.31983333845381,2218,12,4,0,1,0,0,0,0
338,69,1,0,11.221622079511063,2218-12-05,17.325562698599363,2218,12,5,0,1,0,0,0,0
339,70,1,0,11.221622079511063,2218-12-06,16.688970342411796,2218,12,6,0,1,0,0,0,0
340,71,1,0,11.221622079511063,2218-12-07,17.041435516838973,2218,12,7,0,1,0,0,0,1
341,72,1,0,11.221622079511063,2218-12-08,17.123840296329703,2218,12,8,0,1,0,0,0,1
342,73,1,0,11.413096323708476,2218-12-09,17.099102957927816,2218,12,9,0,1,0,0,0,0
343,74,1,0,11.413096323708476,2218-12-10,17.073576328624654,2218,12,10,0,1,0,0,0,0
344,75,1,0,11.413096323708476,2218-12-11,17.056377685065275,2218,12,11,0,1,0,0,0,0
345,76,1,0,11.413096323708476,2218-12-12,17.720839979997013,2218,12,12,0,1,0,0,0,1
346,77,1,0,11.413096323708476,2218-12-13,17.539308799452215,2218,12,13,0,1,0,0,0,1
347,78,1,0,11.413096323708476,2218-12-14,17.251843436673603,2218,12,14,0,1,0,0,0,1
348,79,1,0,11.413096323708476,2218-12-15,17.73310797955777,2218,12,15,0,1,0,0,0,0
349,80,1,0,11.413096323708476,2218-12-16,16.279710104352393,2218,12,16,0,1,0,0,0,0
350,81,1,0,11.413096323708476,2218-12-17,17.549776408348098,2218,12,17,0,1,0,0,0,0
351,82,1,0,11.413096323708476,2218-12-18,17.723842843629775,2218,12,18,0,1,0,0,0,0
352,83,1,0,11.413096323708476,2218-12-19,17.55737410878412,2218,12,19,0,1,0,0,0,1
353,84,1,0,11.413096323708476,2218-12-20,17.63044647989411,2218,12,20,0,1,0,0,0,1
354,85,1,0,11.413096323708476,2218-12-21,16.926374035274943,2218,12,21,0,1,0,0,0,1
355,86,1,0,11.413096323708476,2218-12-22,17.821440001922312,2218,12,22,0,1,0,0,0,1
356,87,1,0,11.413096323708476,2218-12-23,16.92317741422379,2218,12,23,0,1,0,0,0,1
357,88,1,0,11.413096323708476,2218-12-24,17.209638926662294,2218,12,24,0,1,0,0,0,0
358,89,1,0,11.413096323708476,2218-12-25,17.811770917995155,2218,12,25,0,1,0,0,0,1
359,90,1,0,11.413096323708476,2218-12-26,17.146704473120998,2218,12,26,0,1,0,0,0,1
360,1,1,1,18.825116229428954,2218-09-28,27.117816804578307,2218,9,28,0,1,0,0,0,1
361,2,1,1,18.825116229428954,2218-09-29,27.13660092263636,2218,9,29,0,1,0,0,0,1
362,3,1,1,18.825116229428954,2218-09-30,27.13589646001664,2218,9,30,0,1,0,0,0,1
363,4,1,1,18.825116229428954,2218-10-01,27.168208629013744,2218,10,1,0,1,0,0,0,1
364,5,1,1,18.825116229428954,2218-10-02,26.377725356949806,2218,10,2,0,1,0,0,0,0
365,6,1,1,18.825116229428954,2218-10-03,27.202394133525583,2218,10,3,0,1,0,0,0,0
366,7,1,1,18.825116229428954,2218-10-04,27.16499169329692,2218,10,4,0,1,0,0,0,0
367,8,1,1,18.825116229428954,2218-10-05,26.74213110217257,2218,10,5,0,1,0,0,0,0
368,9,1,1,18.825116229428954,2218-10-06,26.990766536579628,2218,10,6,0,1,0,0,0,0
369,10,1,1,18.825116229428954,2218-10-07,27.00243306088907,2218,10,7,0,1,0,0,0,1
370,11,1,1,18.324584352999345,2218-10-08,26.746597970954564,2218,10,8,0,1,0,0,0,1
371,12,1,1,18.324584352999345,2218-10-09,27.410471460763386,2218,10,9,0,1,0,0,0,1
372,13,1,1,18.324584352999345,2218-10-10,26.312383382347118,2218,10,10,0,1,0,0,0,1
373,14,1,1,18.324584352999345,2218-10-11,27.03227610253421,2218,10,11,0,1,0,0,0,0
374,15,1,1,18.324584352999345,2218-10-12,27.129275282423,2218,10,12,0,1,0,0,0,0
375,16,1,1,18.324584352999345,2218-10-13,26.835524873076142,2218,10,13,0,1,0,0,0,0
376,17,1,1,18.324584352999345,2218-10-14,27.107890530875704,2218,10,14,0,1,0,0,0,0
377,18,1,1,18.324584352999345,2218-10-15,26.546312263015942,2218,10,15,0,1,0,0,0,0
378,19,1,1,18.324584352999345,2218-10-16,26.20512155416641,2218,10,16,0,1,0,0,0,0
379,20,1,1,18.324584352999345,2218-10-17,26.842927198820746,2218,10,17,0,1,0,0,0,0
380,21,1,1,17.42947562106746,2218-10-18,27.15545994816293,2218,10,18,0,1,0,0,0,0
381,22,1,1,17.42947562106746,2218-10-19,27.265060806346426,2218,10,19,0,1,0,0,0,1
382,23,1,1,17.42947562106746,2218-10-20,27.335792733325917,2218,10,20,0,1,0,0,0,1
383,24,1,1,17.42947562106746,2218-10-21,27.70013150635897,2218,10,21,0,1,0,0,0,1
384,25,1,1,17.42947562106746,2218-10-22,27.072740815761705,2218,10,22,0,1,0,0,0,1
385,26,1,1,17.42947562106746,2218-10-23,26.09816016971962,2218,10,23,0,1,0,0,0,1
386,27,1,1,17.42947562106746,2218-10-24,27.451060338508473,2218,10,24,0,1,0,0,0,1
387,28,1,1,17.42947562106746,2218-10-25,27.64850287939165,2218,10,25,0,1,0,0,0,0
388,29,1,1,17.42947562106746,2218-10-26,27.092364468621284,2218,10,26,0,1,0,0,0,1
389,30,1,1,17.42947562106746,2218-10-27,27.496242483740012,2218,10,27,0,1,0,0,0,1
390,31,1,1,17.903798839810857,2218-10-28,27.850287923475392,2218,10,28,0,1,0,0,0,1
391,32,1,1,17.903798839810857,2218-10-29,27.86540968593883,2218,10,29,0,1,0,0,0,1
392,33,1,1,17.903798839810857,2218-10-30,27.861061179502467,2218,10,30,0,1,0,0,0,1
393,34,1,1,17.903798839810857,2218-10-31,27.88974752490201,2218,10,31,0,1,0,0,0,1
394,35,1,1,17.903798839810857,2218-11-01,27.095656558358503,2218,11,1,0,1,0,0,0,1
395,36,1,1,17.903798839810857,2218-11-02,27.91673567892711,2218,11,2,0,1,0,0,0,1
396,37,1,1,17.903798839810857,2218-11-03,27.875761530971307,2218,11,3,0,1,0,0,0,1
397,38,1,1,17.903798839810857,2218-11-04,27.449347090658463,2218,11,4,0,1,0,0,0,1
398,39,1,1,17.903798839810857,2218-11-05,27.694446445122963,2218,11,5,0,1,0,0,0,0
399,40,1,1,17.903798839810857,2218-11-06,27.702594569889566,2218,11,6,0,1,0,0,0,0
400,41,1,1,17.479917862308856,2218-11-07,27.443258672409932,2218,11,7,0,1,0,0,0,1
401,42,1,1,17.479917862308856,2218-11-08,28.103648858711352,2218,11,8,0,1,0,0,0,1
402,43,1,1,17.479917862308856,2218-11-09,27.00209489330522,2218,11,9,0,1,0,0,0,0
403,44,1,1,17.479917862308856,2218-11-10,27.718539055937402,2218,11,10,0,1,0,0,0,0
404,45,1,1,17.479917862308856,2218-11-11,27.812106921059048,2218,11,11,0,1,0,0,0,0
405,46,1,1,17.479917862308856,2218-11-12,27.51494235351889,2218,11,12,0,1,0,0,0,1
406,47,1,1,17.479917862308856,2218-11-13,27.783910923916117,2218,11,13,0,1,0,0,0,0
407,48,1,1,17.479917862308856,2218-11-14,27.218952554091036,2218,11,14,0,1,0,0,0,1
408,49,1,1,17.479917862308856,2218-11-15,26.87439864378601,2218,11,15,0,1,0,0,0,1
409,50,1,1,17.479917862308856,2218-11-16,27.508857902992123,2218,11,16,0,1,0,0,0,0
410,51,1,1,15.451943874261227,2218-11-17,27.818060998813333,2218,11,17,0,1,0,0,0,0
411,52,1,1,15.451943874261227,2218-11-18,27.92434885174346,2218,11,18,0,1,0,0,0,0
412,53,1,1,15.451943874261227,2218-11-19,27.991784338495847,2218,11,19,0,1,0,0,0,0
413,54,1,1,15.451943874261227,2218-11-20,28.352843153502935,2218,11,20,0,1,0,0,0,0
414,55,1,1,15.451943874261227,2218-11-21,27.72218890466983,2218,11,21,0,1,0,0,0,0
415,56,1,1,15.451943874261227,2218-11-22,26.74436101818309,2218,11,22,0,1,0,0,0,1
416,57,1,1,15.451943874261227,2218-11-23,28.09403018272951,2218,11,23,0,1,0,0,0,1
417,58,1,1,15.451943874261227,2218-11-24,28.28825787439147,2218,11,24,0,1,0,0,0,1
418,59,1,1,15.451943874261227,2218-11-25,27.72892068864599,2218,11,25,0,1,0,0,0,0
419,60,1,1,15.451943874261227,2218-11-26,28.12961592266448,2218,11,26,0,1,0,0,0,0
420,61,1,1,13.873718390529643,2218-11-27,28.480494495205125,2218,11,27,0,1,0,0,0,1
421,62,1,1,13.873718390529643,2218-11-28,28.492465224809802,2218,11,28,0,1,0,0,0,1
422,63,1,1,13.873718390529643,2218-11-29,28.484981440678972,2218,11,29,0,1,0,0,0,1
423,64,1,1,13.873718390529643,2218-11-30,28.51054818477252,2218,11,30,0,1,0,0,0,1
424,65,1,1,13.873718390529643,2218-12-01,27.71335321492955,2218,12,1,0,1,0,0,0,1
425,66,1,1,13.873718390529643,2218-12-02,28.531343852215194,2218,12,2,0,1,0,0,0,1
426,67,1,1,13.873718390529643,2218-12-03,28.48729666339284,2218,12,3,0,1,0,0,0,0
427,68,1,1,13.873718390529643,2218-12-04,28.05782454741778,2218,12,4,0,1,0,0,0,0
428,69,1,1,13.873718390529643,2218-12-05,28.299881514598376,2218,12,5,0,1,0,0,0,0
429,70,1,1,13.873718390529643,2218-12-06,28.305002464017495,2218,12,6,0,1,0,0,0,0
430,71,1,1,17.557497569366348,2218-12-07,28.04265452706711,2218,12,7,0,1,0,0,0,1
431,72,1,1,17.557497569366348,2218-12-08,28.70004773409514,2218,12,8,0,1,0,0,0,1
432,73,1,1,17.557497569366348,2218-12-09,27.59551177431198,2218,12,9,0,1,0,0,0,0
433,74,1,1,17.557497569366348,2218-12-10,28.30898885253902,2218,12,10,0,1,0,0,0,0
434,75,1,1,17.557497569366348,2218-12-11,28.399604468677556,2218,12,11,0,1,0,0,0,0
435,76,1,1,17.557497569366348,2218-12-12,28.0995024133992,2218,12,12,0,1,0,0,0,1
436,77,1,1,17.557497569366348,2218-12-13,28.36554818349692,2218,12,13,0,1,0,0,0,1
437,78,1,1,17.557497569366348,2218-12-14,27.79768162737383,2218,12,14,0,1,0,0,0,1
438,79,1,1,17.557497569366348,2218-12-15,27.450234071702287,2218,12,15,0,1,0,0,0,0
439,80,1,1,17.557497569366348,2218-12-16,28.08181415376872,2218,12,16,0,1,0,0,0,0
440,81,1,1,14.674253031441411,2218-12-17,28.388152468335942,2218,12,17,0,1,0,0,0,0
441,82,1,1,14.674253031441411,2218-12-18,28.491589863918357,2218,12,18,0,1,0,0,0,0
442,83,1,1,14.674253031441411,2218-12-19,28.556189145609768,2218,12,19,0,1,0,0,0,1
443,84,1,1,14.674253031441411,2218-12-20,28.914425936581186,2218,12,20,0,1,0,0,0,1
444,85,1,1,14.674253031441411,2218-12-21,28.28096377383259,2218,12,21,0,1,0,0,0,1
445,86,1,1,14.674253031441411,2218-12-22,27.300342012999934,2218,12,22,0,1,0,0,0,1
446,87,1,1,14.674253031441411,2218-12-23,28.647231272572174,2218,12,23,0,1,0,0,0,1
447,88,1,1,14.674253031441411,2218-12-24,28.83869295878482,2218,12,24,0,1,0,0,0,0
448,89,1,1,14.674253031441411,2218-12-25,28.276603597617274,2218,12,25,0,1,0,0,0,1
449,90,1,1,14.674253031441411,2218-12-26,28.67456041709081,2218,12,26,0,1,0,0,0,1
450,1,1,2,11.059914330909484,2218-09-28,21.208116516845887,2218,9,28,0,1,0,0,0,1
451,2,1,2,11.059914330909484,2218-09-29,21.29073240798512,2218,9,29,0,1,0,0,0,1
452,3,1,2,11.059914330909484,2218-09-30,21.314742683586722,2218,9,30,0,1,0,0,0,1
453,4,1,2,11.059914330909484,2218-10-01,21.297424695343153,2218,10,1,0,1,0,0,0,1
454,5,1,2,11.059914330909484,2218-10-02,20.53793048484725,2218,10,2,0,1,0,0,0,0
455,6,1,2,11.059914330909484,2218-10-03,21.03912660817675,2218,10,3,0,1,0,0,0,0
456,7,1,2,11.059914330909484,2218-10-04,20.91064440214499,2218,10,4,0,1,0,0,0,0
457,8,1,2,11.059914330909484,2218-10-05,20.999036017016667,2218,10,5,0,1,0,0,0,0
458,9,1,2,11.059914330909484,2218-10-06,19.596666342385006,2218,10,6,0,1,0,0,0,0
459,10,1,2,11.059914330909484,2218-10-07,21.62699120862484,2218,10,7,0,1,0,0,0,1
460,11,1,2,11.059914330909484,2218-10-08,21.630280358422024,2218,10,8,0,1,0,0,0,1
461,12,1,2,11.059914330909484,2218-10-09,21.68186717580967,2218,10,9,0,1,0,0,0,1
462,13,1,2,11.059914330909484,2218-10-10,20.864459747113084,2218,10,10,0,1,0,0,0,1
463,14,1,2,9.072798934085238,2218-10-11,21.747554392974518,2218,10,11,0,1,0,0,0,0
464,15,1,2,9.072798934085238,2218-10-12,21.694122289241403,2218,10,12,0,1,0,0,0,0
465,16,1,2,9.072798934085238,2218-10-13,21.660667403498035,2218,10,13,0,1,0,0,0,0
466,17,1,2,9.072798934085238,2218-10-14,21.777593749762644,2218,10,14,0,1,0,0,0,0
467,18,1,2,9.072798934085238,2218-10-15,21.85327987286853,2218,10,15,0,1,0,0,0,0
468,19,1,2,9.072798934085238,2218-10-16,22.07717015936645,2218,10,16,0,1,0,0,0,0
469,20,1,2,9.072798934085238,2218-10-17,22.13469685418638,2218,10,17,0,1,0,0,0,0
470,21,1,2,9.072798934085238,2218-10-18,21.9190563640086,2218,10,18,0,1,0,0,0,0
471,22,1,2,9.072798934085238,2218-10-19,22.23245931344287,2218,10,19,0,1,0,0,0,1
472,23,1,2,9.072798934085238,2218-10-20,20.81962682232366,2218,10,20,0,1,0,0,0,1
473,24,1,2,9.072798934085238,2218-10-21,21.18380532482542,2218,10,21,0,1,0,0,0,1
474,25,1,2,9.072798934085238,2218-10-22,22.1630500254378,2218,10,22,0,1,0,0,0,1
475,26,1,2,9.072798934085238,2218-10-23,20.956305092974915,2218,10,23,0,1,0,0,0,1
476,27,1,2,10.593122822543517,2218-10-24,20.747383760497282,2218,10,24,0,1,0,0,0,1
477,28,1,2,10.593122822543517,2218-10-25,20.577819951649808,2218,10,25,0,1,0,0,0,0
478,29,1,2,10.593122822543517,2218-10-26,21.999847464405278,2218,10,26,0,1,0,0,0,1
479,30,1,2,10.593122822543517,2218-10-27,20.76726531287126,2218,10,27,0,1,0,0,0,1
480,31,1,2,10.593122822543517,2218-10-28,21.99198395207735,2218,10,28,0,1,0,0,0,1
481,32,1,2,10.593122822543517,2218-10-29,21.80166676137219,2218,10,29,0,1,0,0,0,1
482,33,1,2,10.593122822543517,2218-10-30,21.057806817990603,2218,10,30,0,1,0,0,0,1
483,34,1,2,10.593122822543517,2218-10-31,21.920764657850643,2218,10,31,0,1,0,0,0,1
484,35,1,2,10.593122822543517,2218-11-01,20.957762041221994,2218,11,1,0,1,0,0,0,1
485,36,1,2,10.593122822543517,2218-11-02,22.06601673556409,2218,11,2,0,1,0,0,0,1
486,37,1,2,10.593122822543517,2218-11-03,21.835991448036133,2218,11,3,0,1,0,0,0,1
487,38,1,2,10.593122822543517,2218-11-04,22.016916230562497,2218,11,4,0,1,0,0,0,1
488,39,1,2,10.593122822543517,2218-11-05,20.532048628431465,2218,11,5,0,1,0,0,0,0
489,40,1,2,12.784567067280827,2218-11-06,22.206711286951162,2218,11,6,0,1,0,0,0,0
490,41,1,2,12.784567067280827,2218-11-07,20.58684718145357,2218,11,7,0,1,0,0,0,1
491,42,1,2,12.784567067280827,2218-11-08,20.9713207372577,2218,11,8,0,1,0,0,0,1
492,43,1,2,12.784567067280827,2218-11-09,20.968209187757708,2218,11,9,0,1,0,0,0,0
493,44,1,2,12.784567067280827,2218-11-10,21.841014541215802,2218,11,10,0,1,0,0,0,0
494,45,1,2,12.784567067280827,2218-11-11,22.052334186028258,2218,11,11,0,1,0,0,0,0
495,46,1,2,12.784567067280827,2218-11-12,21.143159868476065,2218,11,12,0,1,0,0,0,1
496,47,1,2,12.784567067280827,2218-11-13,21.967947140524544,2218,11,13,0,1,0,0,0,0
497,48,1,2,12.784567067280827,2218-11-14,21.978004654469107,2218,11,14,0,1,0,0,0,1
498,49,1,2,12.784567067280827,2218-11-15,21.064609522948246,2218,11,15,0,1,0,0,0,1
499,50,1,2,12.784567067280827,2218-11-16,22.075701398668485,2218,11,16,0,1,0,0,0,0
500,51,1,2,12.784567067280827,2218-11-17,21.511591892929214,2218,11,17,0,1,0,0,0,0
501,52,1,2,12.784567067280827,2218-11-18,21.51128578728381,2218,11,18,0,1,0,0,0,0
502,53,1,2,8.545753095592588,2218-11-19,21.994295018319463,2218,11,19,0,1,0,0,0,0
503,54,1,2,8.545753095592588,2218-11-20,21.83199700876045,2218,11,20,0,1,0,0,0,0
504,55,1,2,8.545753095592588,2218-11-21,22.44053488645412,2218,11,21,0,1,0,0,0,0
505,56,1,2,8.545753095592588,2218-11-22,22.354805717291427,2218,11,22,0,1,0,0,0,1
506,57,1,2,8.545753095592588,2218-11-23,20.866389428247885,2218,11,23,0,1,0,0,0,1
507,58,1,2,8.545753095592588,2218-11-24,22.448350799813188,2218,11,24,0,1,0,0,0,1
508,59,1,2,8.545753095592588,2218-11-25,21.845589373035843,2218,11,25,0,1,0,0,0,0
509,60,1,2,8.545753095592588,2218-11-26,22.33670332589499,2218,11,26,0,1,0,0,0,0
510,61,1,2,8.545753095592588,2218-11-27,21.372351933656972,2218,11,27,0,1,0,0,0,1
511,62,1,2,8.545753095592588,2218-11-28,20.882672378459734,2218,11,28,0,1,0,0,0,1
512,63,1,2,8.545753095592588,2218-11-29,22.397089615757796,2218,11,29,0,1,0,0,0,1
513,64,1,2,8.545753095592588,2218-11-30,22.427892436822436,2218,11,30,0,1,0,0,0,1
514,65,1,2,8.545753095592588,2218-12-01,21.36479684254974,2218,12,1,0,1,0,0,0,1
515,66,1,2,12.012617860156206,2218-12-02,22.350203741455175,2218,12,2,0,1,0,0,0,1
516,67,1,2,12.012617860156206,2218-12-03,21.293925048863088,2218,12,3,0,1,0,0,0,0
517,68,1,2,12.012617860156206,2218-12-04,21.862310008489516,2218,12,4,0,1,0,0,0,0
518,69,1,2,12.012617860156206,2218-12-05,22.4447020652355,2218,12,5,0,1,0,0,0,0
519,70,1,2,12.012617860156206,2218-12-06,21.865377878863395,2218,12,6,0,1,0,0,0,0
520,71,1,2,12.012617860156206,2218-12-07,21.817712499237903,2218,12,7,0,1,0,0,0,1
521,72,1,2,12.012617860156206,2218-12-08,22.34588681614601,2218,12,8,0,1,0,0,0,1
522,73,1,2,12.012617860156206,2218-12-09,21.800953143604914,2218,12,9,0,1,0,0,0,0
523,74,1,2,12.012617860156206,2218-12-10,22.293646566551633,2218,12,10,0,1,0,0,0,0
524,75,1,2,12.012617860156206,2218-12-11,22.324545543927215,2218,12,11,0,1,0,0,0,0
525,76,1,2,12.012617860156206,2218-12-12,21.616334034032388,2218,12,12,0,1,0,0,0,1
526,77,1,2,12.012617860156206,2218-12-13,19.42207500670194,2218,12,13,0,1,0,0,0,1
527,78,1,2,12.012617860156206,2218-12-14,21.54800442701532,2218,12,14,0,1,0,0,0,1
528,79,1,2,10.327302256222305,2218-12-15,21.53448697487364,2218,12,15,0,1,0,0,0,0
529,80,1,2,10.327302256222305,2218-12-16,21.58594713474826,2218,12,16,0,1,0,0,0,0
530,81,1,2,10.327302256222305,2218-12-17,22.51540526155793,2218,12,17,0,1,0,0,0,0
531,82,1,2,10.327302256222305,2218-12-18,22.370492138296925,2218,12,18,0,1,0,0,0,0
532,83,1,2,10.327302256222305,2218-12-19,22.48525463080249,2218,12,19,0,1,0,0,0,1
533,84,1,2,10.327302256222305,2218-12-20,22.37646351234681,2218,12,20,0,1,0,0,0,1
534,85,1,2,10.327302256222305,2218-12-21,21.78860995940763,2218,12,21,0,1,0,0,0,1
535,86,1,2,10.327302256222305,2218-12-22,21.374886062612596,2218,12,22,0,1,0,0,0,1
536,87,1,2,10.327302256222305,2218-12-23,22.47312135897216,2218,12,23,0,1,0,0,0,1
537,88,1,2,10.327302256222305,2218-12-24,21.26788287912339,2218,12,24,0,1,0,0,0,0
538,89,1,2,10.327302256222305,2218-12-25,22.453700185197782,2218,12,25,0,1,0,0,0,1
539,90,1,2,10.327302256222305,2218-12-26,20.21572498023129,2218,12,26,0,1,0,0,0,1
540,1,2,0,10.625966271673171,2218-09-28,16.37050284958749,2218,9,28,0,0,1,0,0,0
541,2,2,0,10.625966271673171,2218-09-29,16.36725803089913,2218,9,29,0,0,1,0,0,0
542,3,2,0,10.625966271673171,2218-09-30,16.248844635423005,2218,9,30,0,0,1,0,0,0
543,4,2,0,10.625966271673171,2218-10-01,16.634362901874955,2218,10,1,0,0,1,0,0,0
544,5,2,0,10.625966271673171,2218-10-02,16.62171090213159,2218,10,2,0,0,1,0,0,0
545,6,2,0,10.625966271673171,2218-10-03,16.497194916075067,2218,10,3,0,0,1,0,0,0
546,7,2,0,10.625966271673171,2218-10-04,16.60201095762441,2218,10,4,0,0,1,0,0,0
547,8,2,0,10.625966271673171,2218-10-05,16.449062180962482,2218,10,5,0,0,1,0,0,1
548,9,2,0,10.625966271673171,2218-10-06,16.177938960638436,2218,10,6,0,0,1,0,0,0
549,10,2,0,10.625966271673171,2218-10-07,16.721750016331615,2218,10,7,0,0,1,0,0,0
550,11,2,0,10.625966271673171,2218-10-08,16.56828022259388,2218,10,8,0,0,1,0,0,1
551,12,2,0,10.625966271673171,2218-10-09,16.56364061915691,2218,10,9,0,0,1,0,0,0
552,13,2,0,10.625966271673171,2218-10-10,16.68673253478966,2218,10,10,0,0,1,0,0,1
553,14,2,0,10.625966271673171,2218-10-11,16.68305159341744,2218,10,11,0,0,1,0,0,1
554,15,2,0,10.625966271673171,2218-10-12,16.04510675965306,2218,10,12,0,0,1,0,0,0
555,16,2,0,10.625966271673171,2218-10-13,16.44599555780232,2218,10,13,0,0,1,0,0,1
